,match_id,match_date,kick_off,competition,season,home_team,away_team,home_score,away_score,match_status,match_status_360,last_updated,last_updated_360,metadata,match_week,competition_stage,stadium,referee
10,69223,2009-04-18,20:00:00.000,"{'competition_id': 11, 'country_name': 'Spain', 'competition_name': 'La Liga'}","{'season_id': 41, 'season_name': '2008/2009'}","{'home_team_id': 216, 'home_team_name': 'Getafe', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 214, 'name': 'Spain'}, 'managers': [{'id': 5042, 'name': 'Víctor Muñoz Manrique', 'nickname': 'Víctor Muñoz', 'dob': '1957-03-15', 'country': {'id': 214, 'name': 'Spain'}}]}","{'away_team_id': 217, 'away_team_name': 'Barcelona', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 214, 'name': 'Spain'}, 'managers': [{'id': 36, 'name': 'Josep Guardiola i Sala', 'nickname': 'Pep Guardiola', 'dob': '1971-01-18', 'country': {'id': 214, 'name': 'Spain'}}]}",0,1,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",31,"{'id': 1, 'name': 'Regular Season'}","{'id': 354, 'name': 'Coliseum Alfonso Pérez', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 1004, 'name': 'Turienzo', 'country': {'id': 214, 'name': 'Spain'}}"
11,69195,2009-02-14,20:00:00.000,"{'competition_id': 11, 'country_name': 'Spain', 'competition_name': 'La Liga'}","{'season_id': 41, 'season_name': '2008/2009'}","{'home_team_id': 218, 'home_team_name': 'Real Betis', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 214, 'name': 'Spain'}, 'managers': [{'id': 4956, 'name': 'Francisco Chaparro Jara', 'nickname': 'Paco Chaparro', 'dob': '1942-11-30', 'country': {'id': 214, 'name': 'Spain'}}]}","{'away_team_id': 217, 'away_team_name': 'Barcelona', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 214, 'name': 'Spain'}, 'managers': [{'id': 36, 'name': 'Josep Guardiola i Sala', 'nickname': 'Pep Guardiola', 'dob': '1971-01-18', 'country': {'id': 214, 'name': 'Spain'}}]}",2,2,available,scheduled,2023-04-19T10:44:09.332962,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",23,"{'id': 1, 'name': 'Regular Season'}","{'id': 352, 'name': 'Estadio Benito Villamarín', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 999, 'name': 'Eduardo Iturralde Gonzalez', 'country': {'id': 214, 'name': 'Spain'}}"
12,69251,2009-04-25,22:00:00.000,"{'competition_id': 11, 'country_name': 'Spain', 'competition_name': 'La Liga'}","{'season_id': 41, 'season_name': '2008/2009'}","{'home_team_id': 207, 'home_team_name': 'Valencia', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 214, 'name': 'Spain'}, 'managers': [{'id': 21, 'name': 'Unai Emery Etxegoien', 'nickname': 'Unai Emery', 'dob': '1971-11-03', 'country': {'id': 214, 'name': 'Spain'}}]}","{'away_team_id': 217, 'away_team_name': 'Barcelona', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 214, 'name': 'Spain'}, 'managers': [{'id': 36, 'name': 'Josep Guardiola i Sala', 'nickname': 'Pep Guardiola', 'dob': '1971-01-18', 'country': {'id': 214, 'name': 'Spain'}}]}",2,2,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",33,"{'id': 1, 'name': 'Regular Season'}","{'id': 344, 'name': 'Estadio de Mestalla', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 997, 'name': 'César Muñiz', 'country': {'id': 214, 'name': 'Spain'}}"
13,69185,2009-03-01,19:00:00.000,"{'competition_id': 11, 'country_name': 'Spain', 'competition_name': 'La Liga'}","{'season_id': 41, 'season_name': '2008/2009'}","{'home_team_id': 212, 'home_team_name': 'Atlético Madrid', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 214, 'name': 'Spain'}, 'managers': [{'id': 4988, 'name': 'Abel Resino Gómez', 'nickname': None, 'dob': '1960-02-02', 'country': {'id': 214, 'name': 'Spain'}}]}","{'away_team_id': 217, 'away_team_name': 'Barcelona', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 214, 'name': 'Spain'}, 'managers': [{'id': 36, 'name': 'Josep Guardiola i Sala', 'nickname': 'Pep Guardiola', 'dob': '1971-01-18', 'country': {'id': 214, 'name': 'Spain'}}]}",4,3,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",25,"{'id': 1, 'name': 'Regular Season'}","{'id': 625, 'name': 'Estadio Vicente Calderón', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 1002, 'name': 'Bernardino Gonzalez', 'country': {'id': 214, 'name': 'Spain'}}"
14,69142,2009-03-22,19:00:00.000,"{'competition_id': 11, 'country_name': 'Spain', 'competition_name': 'La Liga'}","{'season_id': 41, 'season_name': '2008/2009'}","{'home_team_id': 217, 'home_team_name': 'Barcelona', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 214, 'name': 'Spain'}, 'managers': [{'id': 36, 'name': 'Josep Guardiola i Sala', 'nickname': 'Pep Guardiola', 'dob': '1971-01-18', 'country': {'id': 214, 'name': 'Spain'}}]}","{'away_team_id': 223, 'away_team_name': 'Málaga', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 214, 'name': 'Spain'}, 'managers': [{'id': 4989, 'name': 'Antonio Tapia Flores', 'nickname': 'Antonio Tapia', 'dob': '1959-11-13', 'country': {'id': 214, 'name': 'Spain'}}]}",6,0,available,scheduled,2023-04-19T10:43:23.794420,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",28,"{'id': 1, 'name': 'Regular Season'}","{'id': 342, 'name': 'Spotify Camp Nou', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 997, 'name': 'César Muñiz', 'country': {'id': 214, 'name': 'Spain'}}"
15,69139,2009-02-21,20:00:00.000,"{'competition_id': 11, 'country_name': 'Spain', 'competition_name': 'La Liga'}","{'season_id': 41, 'season_name': '2008/2009'}","{'home_team_id': 217, 'home_team_name': 'Barcelona', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 214, 'name': 'Spain'}, 'managers': [{'id': 36, 'name': 'Josep Guardiola i Sala', 'nickname': 'Pep Guardiola', 'dob': '1971-01-18', 'country': {'id': 214, 'name': 'Spain'}}]}","{'away_team_id': 214, 'away_team_name': 'Espanyol', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 214, 'name': 'Spain'}, 'managers': [{'id': 81, 'name': 'Mauricio Roberto Pochettino Trossero', 'nickname': 'Mauricio Pochettino', 'dob': '1972-03-02', 'country': {'id': 11, 'name': 'Argentina'}}]}",1,2,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",24,"{'id': 1, 'name': 'Regular Season'}","{'id': 342, 'name': 'Spotify Camp Nou', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 1012, 'name': 'Carlos Delgado', 'country': {'id': 214, 'name': 'Spain'}}"
16,69189,2009-01-24,22:00:00.000,"{'competition_id': 11, 'country_name': 'Spain', 'competition_name': 'La Liga'}","{'season_id': 41, 'season_name': '2008/2009'}","{'home_team_id': 217, 'home_team_name': 'Barcelona', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 214, 'name': 'Spain'}, 'managers': [{'id': 36, 'name': 'Josep Guardiola i Sala', 'nickname': 'Pep Guardiola', 'dob': '1971-01-18', 'country': {'id': 214, 'name': 'Spain'}}]}","{'away_team_id': 444, 'away_team_name': 'CD Numancia de Soria', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 214, 'name': 'Spain'}, 'managers': [{'id': 5041, 'name': 'Sergije Krešić Juric', 'nickname': None, 'dob': '1946-11-29', 'country': {'id': 56, 'name': 'Croatia'}}]}",4,1,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",20,"{'id': 1, 'name': 'Regular Season'}","{'id': 342, 'name': 'Spotify Camp Nou', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 1001, 'name': 'Miguel Pérez', 'country': {'id': 214, 'name': 'Spain'}}"
17,69171,2008-11-29,22:00:00.000,"{'competition_id': 11, 'country_name': 'Spain', 'competition_name': 'La Liga'}","{'season_id': 41, 'season_name': '2008/2009'}","{'home_team_id': 213, 'home_team_name': 'Sevilla', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 214, 'name': 'Spain'}, 'managers': [{'id': 1621, 'name': 'Manuel Enrique Jiménez Jiménez', 'nickname': 'Manolo Jiménez', 'dob': '1964-01-26', 'country': {'id': 214, 'name': 'Spain'}}]}","{'away_team_id': 217, 'away_team_name': 'Barcelona', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 214, 'name': 'Spain'}, 'managers': [{'id': 36, 'name': 'Josep Guardiola i Sala', 'nickname': 'Pep Guardiola', 'dob': '1971-01-18', 'country': {'id': 214, 'name': 'Spain'}}]}",0,3,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",13,"{'id': 1, 'name': 'Regular Season'}","{'id': 349, 'name': 'Estadio Ramón Sánchez Pizjuán', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 221, 'name': 'Alberto Undiano Mallenco', 'country': {'id': 214, 'name': 'Spain'}}"
18,69249,2009-05-02,20:00:00.000,"{'competition_id': 11, 'country_name': 'Spain', 'competition_name': 'La Liga'}","{'season_id': 41, 'season_name': '2008/2009'}","{'home_team_id': 220, 'home_team_name': 'Real Madrid', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 214, 'name': 'Spain'}, 'managers': [{'id': 3899, 'name': 'Juan de la Cruz Ramos Cano', 'nickname': 'Juande Ramos', 'dob': '1954-09-25', 'country': {'id': 214, 'name': 'Spain'}}]}","{'away_team_id': 217, 'away_team_name': 'Barcelona', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 214, 'name': 'Spain'}, 'managers': [{'id': 36, 'name': 'Josep Guardiola i Sala', 'nickname': 'Pep Guardiola', 'dob': '1971-01-18', 'country': {'id': 214, 'name': 'Spain'}}]}",2,6,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",34,"{'id': 1, 'name': 'Regular Season'}","{'id': 353, 'name': 'Estadio Santiago Bernabéu', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 221, 'name': 'Alberto Undiano Mallenco', 'country': {'id': 214, 'name': 'Spain'}}"
19,69215,2008-09-13,20:00:00.000,"{'competition_id': 11, 'country_name': 'Spain', 'competition_name': 'La Liga'}","{'season_id': 41, 'season_name': '2008/2009'}","{'home_team_id': 217, 'home_team_name': 'Barcelona', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 214, 'name': 'Spain'}, 'managers': [{'id': 36, 'name': 'Josep Guardiola i Sala', 'nickname': 'Pep Guardiola', 'dob': '1971-01-18', 'country': {'id': 214, 'name': 'Spain'}}]}","{'away_team_id': 1217, 'away_team_name': 'Racing Santander', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 214, 'name': 'Spain'}, 'managers': [{'id': 2, 'name': 'Juan Ramón López Muñiz', 'nickname': 'Juan Muñiz', 'dob': '1968-11-02', 'country': {'id': 214, 'name': 'Spain'}}]}",1,1,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",2,"{'id': 1, 'name': 'Regular Season'}","{'id': 342, 'name': 'Spotify Camp Nou', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 1000, 'name': 'Rafael Ramírez Domínguez', 'country': {'id': 214, 'name': 'Spain'}}"
20,69138,2008-09-21,21:00:00.000,"{'competition_id': 11, 'country_name': 'Spain', 'competition_name': 'La Liga'}","{'season_id': 41, 'season_name': '2008/2009'}","{'home_team_id': 1041, 'home_team_name': 'Sporting Gijón', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 214, 'name': 'Spain'}, 'managers': [{'id': 4959, 'name': 'Manuel Preciado Rebolledo', 'nickname': 'Manuel Preciado', 'dob': '1957-08-28', 'country': {'id': 214, 'name': 'Spain'}}]}","{'away_team_id': 217, 'away_team_name': 'Barcelona', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 214, 'name': 'Spain'}, 'managers': [{'id': 36, 'name': 'Josep Guardiola i Sala', 'nickname': 'Pep Guardiola', 'dob': '1971-01-18', 'country': {'id': 214, 'name': 'Spain'}}]}",1,6,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",3,"{'id': 1, 'name': 'Regular Season'}","{'id': 4656, 'name': 'Estadio Municipal El Molinón', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 996, 'name': 'Carlos Megía Dávila', 'country': {'id': 214, 'name': 'Spain'}}"
21,69147,2008-08-31,19:00:00.000,"{'competition_id': 11, 'country_name': 'Spain', 'competition_name': 'La Liga'}","{'season_id': 41, 'season_name': '2008/2009'}","{'home_team_id': 444, 'home_team_name': 'CD Numancia de Soria', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 214, 'name': 'Spain'}, 'managers': [{'id': 5041, 'name': 'Sergije Krešić Juric', 'nickname': None, 'dob': '1946-11-29', 'country': {'id': 56, 'name': 'Croatia'}}]}","{'away_team_id': 217, 'away_team_name': 'Barcelona', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 214, 'name': 'Spain'}, 'managers': [{'id': 36, 'name': 'Josep Guardiola i Sala', 'nickname': 'Pep Guardiola', 'dob': '1971-01-18', 'country': {'id': 214, 'name': 'Spain'}}]}",1,0,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",1,"{'id': 1, 'name': 'Regular Season'}","{'id': 4652, 'name': 'Los Pajaritos', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 222, 'name': 'David Fernández Borbalan', 'country': {'id': 214, 'name': 'Spain'}}"
22,69177,2009-03-15,21:03:00.000,"{'competition_id': 11, 'country_name': 'Spain', 'competition_name': 'La Liga'}","{'season_id': 41, 'season_name': '2008/2009'}","{'home_team_id': 403, 'home_team_name': 'Almería', 'home_team_gender': 'male', 'home_team_group': None, 'country': {'id': 214, 'name': 'Spain'}}","{'away_team_id': 217, 'away_team_name': 'Barcelona', 'away_team_gender': 'male', 'away_team_group': None, 'country': {'id': 214, 'name': 'Spain'}}",0,2,available,scheduled,2020-07-29T05:00,2021-06-13T16:17:31.694,"{'data_version': '1.1.0', 'shot_fidelity_version': '2', 'xy_fidelity_version': '2'}",27,"{'id': 1, 'name': 'Regular Season'}","{'id': 4657, 'name': 'Power Horse Stadium – Estadio de los Juegos Mediterráneos', 'country': {'id': 214, 'name': 'Spain'}}","{'id': 2699, 'name': 'Manuel Enrique Mejuto Gonzalez', 'country': {'id': 214, 'name': 'Spain'}}"
